"","_id","SectionId","SectionName","AvgSpd","AvgOcc","TotalVol","MOELevel","StartWgsX","StartWgsY","EndWgsX","EndWgsY","date","time"
"1",1,"Z0120C0","市高往東  中華承德",63.183674,7.5,49,1,121.507057986923,25.0504089798186,121.514669994797,25.0488470329132,2016-04-30,"11_25"
"2",2,"Z1040A0","建國快往北 忠孝長安",72.66102,11.333333,65.5,0,121.53712002298,25.0420240374186,121.536836031321,25.0460820090283,2016-04-30,"11_25"
"3",3,"Z52A0E0","環河快往南 桂林路-華江橋",57,10,20,0,121.495768980163,25.0390590284779,121.491098012531,25.0361979990397,2016-04-30,"11_25"
"4",4,"ZMQ4C40","三重路    重陽路-南港路",57,5,6.5,0,121.57778395346,25.0474489884482,121.613990028591,25.0561510020384,2016-04-30,"11_25"
"5",5,"Z4ZD520","大度路    立德路-大業路",68.30769,2,14,0,121.493554980993,25.1214749744342,121.499800962679,25.1210930165618,2016-04-30,"11_25"
"6",6,"Z5AAF60","大度路    大業路-貴子坑溪",60.117645,4.3333335,35,0,121.486079991891,25.121852037788,121.466876988914,25.1232139811149,2016-04-30,"11_25"
"7",7,"Z3AIL00","中山北路  德行東路-士東路",37.8,5.5,12,0,121.525253015121,25.1087089734359,121.526529012548,25.112758021431,2016-04-30,"11_25"
"8",8,"ZIVGU40","中山南路  忠孝西路-仁愛路",46.333332,3.5,9,0,121.518155021069,25.0407080117975,121.517742001752,25.0392739842801,2016-04-30,"11_25"
"9",9,"ZKEHB00","中山南路  仁愛路-忠孝東路",30.25,9.5,16.5,0,121.519250950846,25.0444959843402,121.519582972501,25.0456320015231,2016-04-30,"11_25"
"10",10,"ZKEHB40","中山北路  長安西路-忠孝西路",31.714285,19.5,15.5,0,121.5203119583,25.0471550161381,121.519582972501,25.0456320015231,2016-04-30,"11_25"
"11",11,"ZLBHN00","中山北路  忠孝東路-長安東路",44.285713,7,14.5,0,121.519250950846,25.0444959843402,121.521621966763,25.0498139771949,2016-04-30,"11_25"
"12",12,"ZZYII40","中山北路  士東路-德行東路",34.142857,7,14.5,0,121.526529012548,25.112758021431,121.525253015121,25.1087089734359,2016-04-30,"11_25"
"13",13,"ZVEGK60","中正路    文林路-承德路",35.714287,7,14.5,0,121.517704994726,25.0918079730647,121.516491996487,25.0910000387343,2016-04-30,"11_25"
"14",14,"ZW7HN20","中正路    承德路-文林路",64.72727,2.5,11,0,121.52003199482,25.0933530172806,121.52189001497,25.0943849867539,2016-04-30,"11_25"
"15",15,"ZY9H840","文林北路  承德路-德行西路",50,1.6666666,6.5,0,121.520752973895,25.1022339731109,121.519637009102,25.1032309691362,2016-04-30,"11_25"
"16",16,"ZYRGM00","文林北路  德行西路-承德路",31.375,16.333334,36.5,0,121.520752973895,25.1022339731109,121.516615012448,25.1061029568463,2016-04-30,"11_25"
"17",17,"ZACTV20","木柵路    萬芳路-北二高",30,29,23,0,121.574570982811,24.9981499979952,121.575677996718,24.9995900320669,2016-04-30,"11_25"
"18",18,"ZAWVC20","木柵路    北二高-新光路",54,1,2,0,121.581921996822,25.0023919784946,121.583964992877,25.0029429905388,2016-04-30,"11_25"
"19",19,"ZJGPQ20","市民大道  復興北路-敦化北路",28.875,30,16.5,0,121.546218997063,25.0450760260571,121.548883040402,25.0448050256844,2016-04-30,"11_25"
"20",20,"ZK6NY60","市民大道  敦化北路-復興北路",32.235294,18,34.5,0,121.556752972869,25.044929037857,121.553044027324,25.0445180305677,2016-04-30,"11_25"
"21",21,"ZK6P820","市民大道  敦化北路-光復北路",44.555557,9,27,0,121.548883040402,25.0448050256844,121.553785987587,25.0441180322778,2016-04-30,"11_25"
"22",22,"ZKNIV20","市民大道  中山北路-金山北路",31.846153,10,14,1,121.526052005025,25.047513980359,121.527754976858,25.0470660157481,2016-04-30,"11_25"
"23",23,"ZL5GL60","市民大道  中山北路-重慶北路",36.575756,15.5,34.5,0,121.514850033308,25.0490519785949,121.516423961792,25.0487760337543,2016-04-30,"11_25"
"24",24,"ZN5JX20","民生東路  新生北路-松江路",49.642857,6.5,28,0,121.531547994803,25.0579399813517,121.53313299757,25.0579159728731,2016-04-30,"11_25"
"25",25,"ZN8PT60","民生東路  松江路-新生北路",45,5,10,0,121.53313299757,25.0579159728731,121.530199965209,25.0579630368021,2016-04-30,"11_25"
"26",26,"ZQFHC20","民族西路  中山北路-承德路",54,5,12,0,121.51841003728,25.0684950038011,121.519570012124,25.0685090049757,2016-04-30,"11_25"
"27",27,"ZQFHV20","民族西路  承德路-中山北路",37.27027,11.333333,40,0,121.519570012124,25.0685090049757,121.522870035759,25.0684350355759,2016-04-30,"11_25"
"28",28,"ZNXPC60","民權東路  撫遠街-光復北路",59.61111,4,19,0,121.559160048094,25.0622719808216,121.554579045723,25.0618819961467,2016-04-30,"11_25"
"29",29,"ZP5KR20","民權東路  松江路-建國北路",45.565216,10.5,23,0,121.533203037377,25.062466042796,121.537017999938,25.0623710424569,2016-04-30,"11_25"
"30",30,"ZP6IG60","民權東路  中山北路-新生北路",65.63636,3,12.5,0,121.527752013645,25.0626210276048,121.525630951348,25.0626739621405,2016-04-30,"11_25"
"31",31,"ZP6IV60","民權東路  松江路-新生北路",47.25926,11,28.5,0,121.53029899333,25.0625490279007,121.527752013645,25.0626210276048,2016-04-30,"11_25"
"32",32,"ZP6JY20","民權東路  新生北路-松江路",48.842106,7.5,20.5,0,121.53029899333,25.0625490279007,121.533203037377,25.062466042796,2016-04-30,"11_25"
"33",33,"ZP6JY60","民權東路  建國北路-松江路",45,5,12.5,0,121.537017999938,25.0623710424569,121.533203037377,25.062466042796,2016-04-30,"11_25"
"34",34,"ZQEUU60","民權東路  瑞光路-撫遠街",59.846153,5,15.5,0,121.584317046042,25.0687650163875,121.582500003105,25.0682489842762,2016-04-30,"11_25"
"35",35,"ZKDTY20","永吉路    基隆路-松山路",43,23,24,0,121.577000980946,25.0454469963599,121.57779395367,25.045417010901,2016-04-30,"11_25"
"36",36,"ZKESJ10","永吉路    松山路-基隆路",47,18,24,0,121.569048972781,25.0445750447065,121.57034304881,25.0456269949513,2016-04-30,"11_25"
"37",37,"ZJGMT00","安和路    仁愛路-敦化南路",35,1,1,0,121.546144043555,25.0415559881941,121.54718403224,25.0415430434721,2016-04-30,"11_25"
