"","_id","SectionId","SectionName","AvgSpd","AvgOcc","TotalVol","MOELevel","StartWgsX","StartWgsY","EndWgsX","EndWgsY","date","time"
"1",1,"Z0111C0","市高往東  環河中華",46.810127,18.4,158,0,121.506955002167,25.0499479957493,121.507057986923,25.0504089798186,2016-05-12,"10_35"
"2",2,"Z0120C0","市高往東  中華承德",64.67105,8.7,233,1,121.507057986923,25.0504089798186,121.514669994797,25.0488470329132,2016-05-12,"10_35"
"3",3,"Z0130A0","市高往東  承德中山",70.515526,9.533334,322.5,0,121.514669994797,25.0488470329132,121.530466977389,25.0458740396192,2016-05-12,"10_35"
"4",4,"Z0130A1","市高往東  中山林森",71.621216,9.666666,330.5,1,121.514669994797,25.0488470329132,121.530466977389,25.0458740396192,2016-05-12,"10_35"
"5",5,"Z0140C0","市高往東  新生建國",70.492905,12.9,282,0,121.530466977389,25.0458740396192,121.536157036992,25.0443180284222,2016-05-12,"10_35"
"6",6,"Z0140C1","市高往東  建國復興",64.247314,12.8,284.5,1,121.530466977389,25.0458740396192,121.536157036992,25.0443180284222,2016-05-12,"10_35"
"7",7,"Z0150C0","市高往東  復興敦化",63.746555,13.266667,363,0,121.536157036992,25.0443180284222,121.557631047561,25.0447609827095,2016-05-12,"10_35"
"8",8,"Z0150C1","市高往東  敦化上方",67.85849,4.466666,216.25,0,121.536157036992,25.0443180284222,121.557631047561,25.0447609827095,2016-05-12,"10_35"
"9",9,"Z0150C2","市高往東  敦化延吉",69.57382,8.6,298,1,121.536157036992,25.0443180284222,121.557631047561,25.0447609827095,2016-05-12,"10_35"
"10",10,"Z0160C0","市高往東  延吉永吉",71.380165,9.9,242.5,1,121.557631047561,25.0447609827095,121.569229955283,25.0455460393449,2016-05-12,"10_35"
"11",11,"Z0380F0","正氣橋  麥一市民",69.22369,3.4,76,0,121.569772042499,25.0461890146634,121.569771009262,25.0459439976653,2016-05-12,"10_35"
"12",12,"Z0390G0","市高往西  永吉光復",63.99608,11.9,255,0,121.569771009262,25.0459439976653,121.567512021271,25.0458909827904,2016-05-12,"10_35"
"13",13,"Z03A0G1","市高往西  光復延吉",49.083076,21.7,325.5,1,121.567512021271,25.0458909827904,121.557667048171,25.0454680148637,2016-05-12,"10_35"
"14",14,"Z03B0G0","市高往西  延吉復興",78.46831,5.9333334,287.5,0,121.557667048171,25.0454680148637,121.536126020332,25.0450250384754,2016-05-12,"10_35"
"15",15,"Z03C0G0","市高往西  復興建國",59.604897,8.3,287.5,1,121.536126020332,25.0450250384754,121.530571036066,25.0465189949323,2016-05-12,"10_35"
"16",16,"Z03C0G1","市高往西  建國新生",73.18723,9.4,235,0,121.536126020332,25.0450250384754,121.530571036066,25.0465189949323,2016-05-12,"10_35"
