"","_id","SectionId","SectionName","AvgSpd","AvgOcc","TotalVol","MOELevel","StartWgsX","StartWgsY","EndWgsX","EndWgsY","date","time"
"1",1,"Z0111C0","市高往東  環河中華",42.025158,20.4,159,1,121.506955002167,25.0499479957493,121.507057986923,25.0504089798186,2016-05-11,"14_20"
"2",2,"Z0120C0","市高往東  中華承德",69.56654,7.7,266,1,121.507057986923,25.0504089798186,121.514669994797,25.0488470329132,2016-05-11,"14_20"
"3",3,"Z0130A0","市高往東  承德中山",71.06866,9.466666,335,0,121.514669994797,25.0488470329132,121.530466977389,25.0458740396192,2016-05-11,"14_20"
"4",4,"Z0130A1","市高往東  中山林森",75.64103,8.2,312,0,121.514669994797,25.0488470329132,121.530466977389,25.0458740396192,2016-05-11,"14_20"
"5",5,"Z0140C0","市高往東  新生建國",70.936,11.5,250,0,121.530466977389,25.0458740396192,121.536157036992,25.0443180284222,2016-05-11,"14_20"
"6",6,"Z0140C1","市高往東  建國復興",66.80695,11.9,272.5,1,121.530466977389,25.0458740396192,121.536157036992,25.0443180284222,2016-05-11,"14_20"
"7",7,"Z0150C0","市高往東  復興敦化",66.59066,12.466667,365,0,121.536157036992,25.0443180284222,121.557631047561,25.0447609827095,2016-05-11,"14_20"
"8",8,"Z0150C1","市高往東  敦化上方",71.52381,3.3333335,189.5,0,121.536157036992,25.0443180284222,121.557631047561,25.0447609827095,2016-05-11,"14_20"
"9",9,"Z0150C2","市高往東  敦化延吉",68.60502,8.933333,319,1,121.536157036992,25.0443180284222,121.557631047561,25.0447609827095,2016-05-11,"14_20"
"10",10,"Z0160C0","市高往東  延吉永吉",70.94017,9.5,234,1,121.557631047561,25.0447609827095,121.569229955283,25.0455460393449,2016-05-11,"14_20"
"11",11,"Z0380F0","正氣橋  麥一市民",54.715908,8.7,92.5,0,121.569772042499,25.0461890146634,121.569771009262,25.0459439976653,2016-05-11,"14_20"
"12",12,"Z0390G0","市高往西  永吉光復",31.096916,5.1,230,2,121.569771009262,25.0459439976653,121.567512021271,25.0458909827904,2016-05-11,"14_20"
"13",13,"Z03A0G1","市高往西  光復延吉",46.61076,20.2,316,1,121.567512021271,25.0458909827904,121.557667048171,25.0454680148637,2016-05-11,"14_20"
"14",14,"Z03B0G0","市高往西  延吉復興",77.94304,6.8,318.5,0,121.557667048171,25.0454680148637,121.536126020332,25.0450250384754,2016-05-11,"14_20"
"15",15,"Z03C0G0","市高往西  復興建國",57.379845,10.4,263,1,121.536126020332,25.0450250384754,121.530571036066,25.0465189949323,2016-05-11,"14_20"
"16",16,"Z03C0G1","市高往西  建國新生",71.00401,10.8,249,1,121.536126020332,25.0450250384754,121.530571036066,25.0465189949323,2016-05-11,"14_20"
"17",17,"Z03D0G0","市高往西  新生林森",59.06073,6.333333,249.5,1,121.530571036066,25.0465189949323,121.515177951736,25.0495210244858,2016-05-11,"14_20"
"18",18,"Z03D0G1","市高往西  林森中山",46.349613,16.4,394.5,2,121.530571036066,25.0465189949323,121.515177951736,25.0495210244858,2016-05-11,"14_20"
"19",19,"Z03E0G0","市高往西  承德重慶",42.403164,16.3,257,2,121.515177951736,25.0495210244858,121.507228991091,25.0510220354424,2016-05-11,"14_20"
"20",20,"Z03E0G1","市高往西  重慶中華",44.93985,11.9,268.5,1,121.515177951736,25.0495210244858,121.507228991091,25.0510220354424,2016-05-11,"14_20"
"21",21,"Z5062G0","市高往西  中華環河",51,13,125,1,121.507228991091,25.0510220354424,121.497868957546,25.0400649616175,2016-05-11,"14_20"
"22",22,"Z1001B0","建國快往北 辛亥高架接建高",61.88372,3.5,43,0,121.536995038696,25.0228289705983,121.53770600753,25.0229289599307,2016-05-11,"14_20"
"23",23,"Z1010A0","建國快往北 辛亥信義",73.94643,10.6,303,0,121.53770600753,25.0229289599307,121.53806600958,25.0355689692847,2016-05-11,"14_20"
"24",24,"Z1010A1","建國快往北 和平信義",80.11628,8.933333,281,0,121.53770600753,25.0229289599307,121.53806600958,25.0355689692847,2016-05-11,"14_20"
"25",25,"Z1011A0","建國快往北 信義路上匝道",47.81132,5.8,53,0,121.537818032218,25.0344000079271,121.53806600958,25.0355689692847,2016-05-11,"14_20"
"26",26,"Z1020A0","建國快往北 信義仁愛",65.96622,9.533334,296,0,121.53806600958,25.0355689692847,121.537962958846,25.0357070206232,2016-05-11,"14_20"
"27",27,"Z1030A0","建國快往北 仁愛忠孝",59.693695,9.533333,223,0,121.537962958846,25.0357070206232,121.53712002298,25.0420240374186,2016-05-11,"14_20"
"28",28,"Z1040A0","建國快往北 忠孝長安",63.43883,17.466667,423,0,121.53712002298,25.0420240374186,121.536836031321,25.0460820090283,2016-05-11,"14_20"
"29",29,"Z1050A0","建國快往北 南京東路",69.686195,5.3999996,239,0,121.537031988413,25.0497290015224,121.536885031022,25.0495280262993,2016-05-11,"14_20"
"30",30,"Z1060A0","建國快往北 南京民權",70.09699,10.8,302,0,121.536885031022,25.0495280262993,121.537105027258,25.061757993861,2016-05-11,"14_20"
"31",31,"Z1070A0","建國快往北 民權民族",65.35644,19.8,337,0,121.537105027258,25.061757993861,121.534361045097,25.0672949565866,2016-05-11,"14_20"
"32",32,"Z1080A0","建國快往北 民族濱江",81.663635,5.4,111,0,121.534361045097,25.0672949565866,121.533422973875,25.0689429692608,2016-05-11,"14_20"
